EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:00,256	00:00:01,024	| radiolab_podcast18fronadsreupload |	Are you weightless
EDL	00:00:09,472	00:00:13,824	| radiolab_podcast18fronadsreupload |	Radio WNYC
EDL	00:00:17,664	00:00:18,944	| radiolab_podcast18fronadsreupload |	It's going on tomorrow
EDL	00:00:19,712	00:00:22,528	| radiolab_podcast18fronadsreupload |	This is gonads episode 2
EDL	00:00:23,552	00:00:24,832	| radiolab_podcast18fronadsreupload |	Emily Webster
EDL	00:00:25,600	00:00:27,648	| radiolab_podcast18fronadsreupload |	Oh okay my dashboard says
EDL	00:00:27,648	00:00:28,928	| radiolab_podcast18fronadsreupload |	12 degrees outside
EDL	00:00:31,232	00:00:34,048	| radiolab_podcast18fronadsreupload |	It's all okay so in January I went to
EDL	00:00:34,048	00:00:40,448	| radiolab_podcast18fronadsreupload |	Erie Pennsylvania second attempt at Erie first attempt was snowed out on the New York side thank you bomb cyclone
EDL	00:00:40,448	00:00:45,568	| radiolab_podcast18fronadsreupload |	It was like the Arctic winters of my youth are ice fishermen out on the lake
EDL	00:00:45,568	00:00:47,360	| radiolab_podcast18fronadsreupload |	There was like some sort of Records
EDL	00:00:47,360	00:00:47,872	| radiolab_podcast18fronadsreupload |	Setting
EDL	00:00:48,384	00:00:50,176	| radiolab_podcast18fronadsreupload |	Snowfall in Erie that I'm
EDL	00:00:50,176	00:00:52,480	| radiolab_podcast18fronadsreupload |	Schurz probably still melting up there
EDL	00:00:52,992	00:00:56,576	| radiolab_podcast18fronadsreupload |	And I had landed in this in this Frozen land
EDL	00:00:57,088	00:00:59,648	| radiolab_podcast18fronadsreupload |	To do a story about people freezing things
EDL	00:01:00,160	00:01:01,184	| radiolab_podcast18fronadsreupload |	But not
EDL	00:01:01,184	00:01:06,048	| radiolab_podcast18fronadsreupload |	Not things that you would expect to be frozen I don't know what you expect out of frozen this but it's not that
EDL	00:01:06,560	00:01:07,328	| radiolab_podcast18fronadsreupload |	Tofutti cuties
EDL	00:01:07,840	00:01:08,864	| radiolab_podcast18fronadsreupload |	Ice cream
EDL	00:01:09,376	00:01:11,424	| radiolab_podcast18fronadsreupload |	Should I freeze my gosh
EDL	00:01:12,192	00:01:13,472	| radiolab_podcast18fronadsreupload |	Blueberries
EDL	00:01:13,472	00:01:13,984	| radiolab_podcast18fronadsreupload |	Fruit
EDL	00:01:14,496	00:01:15,776	| radiolab_podcast18fronadsreupload |	But actual body parts
EDL	00:01:18,336	00:01:23,200	| radiolab_podcast18fronadsreupload |	I like it starts at this house I'm going to we're going to the house here we are
EDL	00:01:23,200	00:01:26,016	| radiolab_podcast18fronadsreupload |	Hi
EDL	00:01:26,016	00:01:30,624	| radiolab_podcast18fronadsreupload |	And the people who
EDL	00:01:30,624	00:01:32,160	| radiolab_podcast18fronadsreupload |	We're at the center of the freezing
EDL	00:01:32,672	00:01:39,072	| radiolab_podcast18fronadsreupload |	Weirdest couple my name is an hour that's 1/2
EDL	00:01:39,072	00:01:40,352	| radiolab_podcast18fronadsreupload |	That's the other half
EDL	00:01:40,352	00:01:40,864	| radiolab_podcast18fronadsreupload |	I could sit right
EDL	00:01:42,144	00:01:43,936	| radiolab_podcast18fronadsreupload |	Let's start at the beginning
EDL	00:01:44,448	00:01:48,032	| radiolab_podcast18fronadsreupload |	That's a crazy story. I told you that right
EDL	00:01:48,544	00:01:54,944	| radiolab_podcast18fronadsreupload |	Well 1999 I was teaching High School phys-ed it was a Friday she had just finished coaching
EDL	00:01:54,944	00:01:56,992	| radiolab_podcast18fronadsreupload |	Volleyball and her dad called
EDL	00:01:56,992	00:02:01,600	| radiolab_podcast18fronadsreupload |	And he said hey I'm leaving work early I'm going to go to this fish-fry I will swing by
EDL	00:02:01,600	00:02:02,624	| radiolab_podcast18fronadsreupload |	And pick you up let's go grab some
EDL	00:02:03,136	00:02:04,160	| radiolab_podcast18fronadsreupload |	Amateur
EDL	00:02:04,160	00:02:06,208	| radiolab_podcast18fronadsreupload |	He goes I'll be over in about 15 minutes
EDL	00:02:06,208	00:02:06,976	| radiolab_podcast18fronadsreupload |	It's okay
EDL	00:02:06,976	00:02:07,744	| radiolab_podcast18fronadsreupload |	Enikos
EDL	00:02:07,744	00:02:09,280	| radiolab_podcast18fronadsreupload |	It wouldn't hurt to look a little nice
EDL	00:02:09,792	00:02:12,096	| radiolab_podcast18fronadsreupload |	Can you put the phone on him like you
EDL	00:02:13,376	00:02:19,520	| radiolab_podcast18fronadsreupload |	Cuz I was literally in like a Nike outfit with my sneakers that he's Jim I just finished coaching sole I don't like and that's how I would have gone to dinner
EDL	00:02:20,800	00:02:22,592	| radiolab_podcast18fronadsreupload |	Dinner with my dad better dad
EDL	00:02:23,104	00:02:24,384	| radiolab_podcast18fronadsreupload |	Had ulterior motive
EDL	00:02:24,384	00:02:26,944	| radiolab_podcast18fronadsreupload |	How old is the guy that I work with going to meet us and I'm like
EDL	00:02:26,944	00:02:29,248	| radiolab_podcast18fronadsreupload |	You suck me up
EDL	00:02:29,248	00:02:30,784	| radiolab_podcast18fronadsreupload |	We're driving over there at how old
EDL	00:02:31,552	00:02:33,856	| radiolab_podcast18fronadsreupload |	56 years old at your age like how old is he
EDL	00:02:34,880	00:02:38,976	| radiolab_podcast18fronadsreupload |	He's asleep and honestly maybe a little older than you
EDL	00:02:38,976	00:02:41,280	| radiolab_podcast18fronadsreupload |	So they get the bar got a couple of beers
EDL	00:02:41,792	00:02:44,096	| radiolab_podcast18fronadsreupload |	And then Skywalk sofa
EDL	00:02:44,096	00:02:45,632	| radiolab_podcast18fronadsreupload |	Looking
EDL	00:02:45,632	00:02:48,960	| radiolab_podcast18fronadsreupload |	List of courses we sat down at a booth
EDL	00:02:48,960	00:02:55,360	| radiolab_podcast18fronadsreupload |	Ate dinner and by the end of dinner and he's thinking free call and sowa
EDL	00:02:55,360	00:02:59,200	| radiolab_podcast18fronadsreupload |	One date leads to two two leads to three at that point they ditch your dad
EDL	00:02:59,200	00:02:59,968	| radiolab_podcast18fronadsreupload |	Because he had
EDL	00:02:59,968	00:03:03,296	| radiolab_podcast18fronadsreupload |	Stillman hanging out with him and your later things have gotten pretty Siri
EDL	00:03:03,296	00:03:05,856	| radiolab_podcast18fronadsreupload |	We still have that policeman if I was looking at the other day
EDL	00:03:06,624	00:03:11,744	| radiolab_podcast18fronadsreupload |	Kitchen get it on like what is a placemat is coming out just grab it to her listeners
EDL	00:03:11,744	00:03:13,024	| radiolab_podcast18fronadsreupload |	White
EDL	00:03:13,024	00:03:14,304	| radiolab_podcast18fronadsreupload |	Scalloped edges
EDL	00:03:14,816	00:03:20,960	| radiolab_podcast18fronadsreupload |	Some yellow food stain Stylo mustard this placemat is from date that they
EDL	00:03:21,984	00:03:23,008	| radiolab_podcast18fronadsreupload |	Around there one year
EDL	00:03:24,032	00:03:25,824	| radiolab_podcast18fronadsreupload |	Which was almost 20 years ago
EDL	00:03:25,824	00:03:27,104	| radiolab_podcast18fronadsreupload |	Texas Roadhouse
EDL	00:03:29,152	00:03:35,552	| radiolab_podcast18fronadsreupload |	Visit Texas Roadhouse Texas Roadhouse
EDL	00:03:35,552	00:03:41,696	| radiolab_podcast18fronadsreupload |	Roadhouse Texas Roadhouse peanuts a great peanut butter
EDL	00:03:42,464	00:03:44,000	| radiolab_podcast18fronadsreupload |	Set a certain point three
EDL	00:03:44,000	00:03:45,792	| radiolab_podcast18fronadsreupload |	Peanuts or whatever the conversation turns
EDL	00:03:47,072	00:03:47,840	| radiolab_podcast18fronadsreupload |	The future
EDL	00:03:48,864	00:03:51,424	| radiolab_podcast18fronadsreupload |	Like they were going to be together what do you want
EDL	00:03:51,424	00:03:53,984	| radiolab_podcast18fronadsreupload |	What do you imagine and we just kind of were
EDL	00:03:53,984	00:04:00,384	| radiolab_podcast18fronadsreupload |	You're talking about all sorts of things like kind of a little to goal-setting that we like how much
EDL	00:04:00,384	00:04:04,480	| radiolab_podcast18fronadsreupload |	What you want to make it real casual where do you want to live
EDL	00:04:04,480	00:04:10,880	| radiolab_podcast18fronadsreupload |	Florida would like that the climate we put the on there I think something like we want to be in Florida in 2005
EDL	00:04:10,880	00:04:17,280	| radiolab_podcast18fronadsreupload |	They're jotting down children together to kids at least
EDL	00:04:17,280	00:04:23,679	| radiolab_podcast18fronadsreupload |	Agreed on that Greg had already expressed at some point the family was super important to him he loves having brothers and sisters
EDL	00:04:23,679	00:04:27,519	| radiolab_podcast18fronadsreupload |	Like we went to Christmas Eve this past Christmas and
EDL	00:04:27,519	00:04:28,031	| radiolab_podcast18fronadsreupload |	I need the
EDL	00:04:28,543	00:04:29,823	| radiolab_podcast18fronadsreupload |	45 people there
EDL	00:04:29,823	00:04:36,223	| radiolab_podcast18fronadsreupload |	It was all family but it's like they don't write down that they just want to have kids they start writing down
EDL	00:04:36,223	00:04:37,503	| radiolab_podcast18fronadsreupload |	Jack Tower
EDL	00:04:37,503	00:04:38,527	| radiolab_podcast18fronadsreupload |	Jimmy
EDL	00:04:38,527	00:04:44,159	| radiolab_podcast18fronadsreupload |	Tyler Joseph Joey's real names were throwing around boys names and then we had four girls Taylor
EDL	00:04:44,159	00:04:50,559	| radiolab_podcast18fronadsreupload |	Madeline Bobbi with an i because his dad's name was Robert in the neighborhood our own names down on it
EDL	00:04:50,559	00:04:52,351	| radiolab_podcast18fronadsreupload |	And he signed the day
EDL	00:04:56,447	00:04:59,263	| radiolab_podcast18fronadsreupload |	I just want to say guys this doesn't seem casual
EDL	00:05:01,567	00:05:03,615	| radiolab_podcast18fronadsreupload |	Pretty intense
EDL	00:05:04,127	00:05:08,223	| radiolab_podcast18fronadsreupload |	Casual dinner we covered it all
EDL	00:05:08,991	00:05:13,599	| radiolab_podcast18fronadsreupload |	Your definition of casual and mine are very different
EDL	00:05:15,135	00:05:17,439	| radiolab_podcast18fronadsreupload |	A few months after that date
EDL	00:05:17,951	00:05:19,487	| radiolab_podcast18fronadsreupload |	They gone one of their first big trip
EDL	00:05:20,255	00:05:26,655	| radiolab_podcast18fronadsreupload |	To the Superbowl
EDL	00:05:26,655	00:05:29,727	| radiolab_podcast18fronadsreupload |	In Tampa Bay
EDL	00:05:29,727	00:05:30,495	| radiolab_podcast18fronadsreupload |	And
EDL	00:05:31,519	00:05:33,055	| radiolab_podcast18fronadsreupload |	The morning of the Super Bowl
EDL	00:05:34,335	00:05:38,175	| radiolab_podcast18fronadsreupload |	We are laying in the hotel room and I woke up and I felt like
EDL	00:05:38,175	00:05:39,199	| radiolab_podcast18fronadsreupload |	She had
EDL	00:05:39,199	00:05:40,223	| radiolab_podcast18fronadsreupload |	This feeling of a weight
EDL	00:05:40,735	00:05:41,759	| radiolab_podcast18fronadsreupload |	On her chest
EDL	00:05:41,759	00:05:43,551	| radiolab_podcast18fronadsreupload |	100 pound weight sitting on my chest
EDL	00:05:45,599	00:05:47,135	| radiolab_podcast18fronadsreupload |	Like I couldn't catch my breath
EDL	00:05:52,511	00:05:56,095	| radiolab_podcast18fronadsreupload |	Should we come back from the Super Bowl they go to the doctor doctor runs a bunch of tests
EDL	00:05:56,863	00:05:59,167	| radiolab_podcast18fronadsreupload |	And then a week later they go back
EDL	00:05:59,167	00:05:59,679	| radiolab_podcast18fronadsreupload |	And
EDL	00:06:00,191	00:06:03,263	| radiolab_podcast18fronadsreupload |	They're like you want the good news or the bad news and I was like the bad news
EDL	00:06:03,263	00:06:03,775	| radiolab_podcast18fronadsreupload |	It's not like
EDL	00:06:05,055	00:06:05,823	| radiolab_podcast18fronadsreupload |	It's cancer
EDL	00:06:07,103	00:06:07,615	| radiolab_podcast18fronadsreupload |	Okay
