EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:05,120	00:00:08,704	| radiolab_podcast19askingforfriend |	Listening to Radiolab
EDL	00:00:09,472	00:00:13,568	| radiolab_podcast19askingforfriend |	Radio WNYC
EDL	00:00:17,152	00:00:19,456	| radiolab_podcast19askingforfriend |	Nice.
EDL	00:00:19,456	00:00:21,248	| radiolab_podcast19askingforfriend |	You might want to hear me
EDL	00:00:21,248	00:00:22,272	| radiolab_podcast19askingforfriend |	21 of your own
EDL	00:00:23,296	00:00:24,320	| radiolab_podcast19askingforfriend |	Ono poke
EDL	00:00:24,320	00:00:25,344	| radiolab_podcast19askingforfriend |	You know what it is it's like
EDL	00:00:25,344	00:00:26,112	| radiolab_podcast19askingforfriend |	It's like
EDL	00:00:26,112	00:00:26,880	| radiolab_podcast19askingforfriend |	It's like
EDL	00:00:26,880	00:00:27,392	| radiolab_podcast19askingforfriend |	80 Hertz
EDL	00:00:27,904	00:00:34,304	| radiolab_podcast19askingforfriend |	Was that an idiot is this meteor difference as 80 grit sweater what cuz when you move Ed her it's better just think about that
EDL	00:00:34,304	00:00:37,376	| radiolab_podcast19askingforfriend |	Off Mike I lose like 9250 hurts
EDL	00:00:37,888	00:00:38,912	| radiolab_podcast19askingforfriend |	Robert krulwich
EDL	00:00:38,912	00:00:40,192	| radiolab_podcast19askingforfriend |	You do when you
EDL	00:00:40,192	00:00:41,216	| radiolab_podcast19askingforfriend |	When you
EDL	00:00:41,216	00:00:43,264	| radiolab_podcast19askingforfriend |	When you get off
EDL	00:00:43,264	00:00:44,032	| radiolab_podcast19askingforfriend |	Talking to the dump
EDL	00:00:44,032	00:00:45,568	| radiolab_podcast19askingforfriend |	When you get off Minecraft
EDL	00:00:46,336	00:00:47,104	| radiolab_podcast19askingforfriend |	You robbed me
EDL	00:00:47,872	00:00:48,896	| radiolab_podcast19askingforfriend |	You take away
EDL	00:00:49,664	00:00:52,224	| radiolab_podcast19askingforfriend |	My appreciation of your 80 hurts and it hurts
EDL	00:00:52,224	00:00:53,760	| radiolab_podcast19askingforfriend |	It hurts me it literally hurts me
EDL	00:00:54,528	00:00:58,112	| radiolab_podcast19askingforfriend |	Hertz me Savannah's Bakery
EDL	00:00:58,112	00:00:58,880	| radiolab_podcast19askingforfriend |	TSS
EDL	00:00:58,880	00:01:05,024	| radiolab_podcast19askingforfriend |	Old is Sublime whatever you call word that sounds like another word that isn't the same word that sounds the same when you say it
EDL	00:01:06,048	00:01:06,816	| radiolab_podcast19askingforfriend |	Pamela
EDL	00:01:06,816	00:01:08,608	| radiolab_podcast19askingforfriend |	Hummina hummina hummina
EDL	00:01:08,608	00:01:10,656	| radiolab_podcast19askingforfriend |	Yeah if I'm an umbrella homonym covers
EDL	00:01:11,168	00:01:12,192	| radiolab_podcast19askingforfriend |	I think it's a different word
EDL	00:01:12,704	00:01:13,728	| radiolab_podcast19askingforfriend |	Homophone
EDL	00:01:13,728	00:01:18,080	| radiolab_podcast19askingforfriend |	Homophone
EDL	00:01:18,080	00:01:18,848	| radiolab_podcast19askingforfriend |	Strawberry ready for this
EDL	00:01:19,616	00:01:22,432	| radiolab_podcast19askingforfriend |	What are you about to get me ready. So this
EDL	00:01:22,432	00:01:23,456	| radiolab_podcast19askingforfriend |	Just to put a
EDL	00:01:23,456	00:01:25,248	| radiolab_podcast19askingforfriend |	Iframe adjust off top my head frame
EDL	00:01:26,016	00:01:26,528	| radiolab_podcast19askingforfriend |	So
EDL	00:01:27,296	00:01:27,808	| radiolab_podcast19askingforfriend |	Last year
EDL	00:01:28,832	00:01:30,112	| radiolab_podcast19askingforfriend |	We decided
EDL	00:01:30,624	00:01:32,416	| radiolab_podcast19askingforfriend |	To do a thing where I
EDL	00:01:33,440	00:01:35,488	| radiolab_podcast19askingforfriend |	We went to the inbox
EDL	00:01:35,488	00:01:36,512	| radiolab_podcast19askingforfriend |	What's the Radiolab inbox
EDL	00:01:37,536	00:01:38,560	| radiolab_podcast19askingforfriend |	4 years
EDL	00:01:39,072	00:01:40,352	| radiolab_podcast19askingforfriend |	People had been sending us
EDL	00:01:41,120	00:01:42,144	| radiolab_podcast19askingforfriend |	Questions they want dance
EDL	00:01:43,424	00:01:45,216	| radiolab_podcast19askingforfriend |	Stupid questions if we are calling them collect
EDL	00:01:45,216	00:01:46,240	| radiolab_podcast19askingforfriend |	Wait we say that love
EDL	00:01:46,752	00:01:47,520	| radiolab_podcast19askingforfriend |	Sometimes they would say
EDL	00:01:48,032	00:01:51,104	| radiolab_podcast19askingforfriend |	Question I don't know it may seem too simple.
EDL	00:01:51,872	00:01:52,896	| radiolab_podcast19askingforfriend |	Why
EDL	00:01:52,896	00:01:54,176	| radiolab_podcast19askingforfriend |	Do and then some
EDL	00:01:54,176	00:01:56,480	| radiolab_podcast19askingforfriend |	Sure thing, is the sky blue
EDL	00:01:56,992	00:01:59,808	| radiolab_podcast19askingforfriend |	I think so do a lot of these kind of question to accumulate in the inbox
EDL	00:01:59,808	00:02:01,600	| radiolab_podcast19askingforfriend |	Last year we took a bunch of those Quest
EDL	00:02:02,880	00:02:03,904	| radiolab_podcast19askingforfriend |	And we try to answer them
EDL	00:02:04,672	00:02:07,488	| radiolab_podcast19askingforfriend |	And it was very fun everyone got to do one and one pic
EDL	00:02:07,488	00:02:08,768	| radiolab_podcast19askingforfriend |	Question and ran after it
EDL	00:02:09,280	00:02:11,840	| radiolab_podcast19askingforfriend |	And there were some questions left over there was also
EDL	00:02:12,608	00:02:13,888	| radiolab_podcast19askingforfriend |	Questions that we ourselves
EDL	00:02:15,424	00:02:15,936	| radiolab_podcast19askingforfriend |	They were here.
EDL	00:02:16,448	00:02:17,472	| radiolab_podcast19askingforfriend |	It's like filed away in
EDL	00:02:17,472	00:02:18,240	| radiolab_podcast19askingforfriend |	And so
EDL	00:02:18,240	00:02:19,520	| radiolab_podcast19askingforfriend |	We decided we were going to do this
EDL	00:02:20,800	00:02:21,568	| radiolab_podcast19askingforfriend |	Except this time
EDL	00:02:22,336	00:02:24,384	| radiolab_podcast19askingforfriend |	Broadneck constraints so there's not just
EDL	00:02:24,384	00:02:27,968	| radiolab_podcast19askingforfriend |	Questions that are sent to us but we questions we ourselves had questions that were given to us by
EDL	00:02:28,736	00:02:30,528	| radiolab_podcast19askingforfriend |	Friends of the show
EDL	00:02:30,528	00:02:32,832	| radiolab_podcast19askingforfriend |	Came into our heads and never gone away
EDL	00:02:32,832	00:02:33,856	| radiolab_podcast19askingforfriend |	Here's the deal
EDL	00:02:33,856	00:02:38,464	| radiolab_podcast19askingforfriend |	If you were wondering for your life reading a book talking to a friend browsing a magazine
EDL	00:02:38,976	00:02:41,280	| radiolab_podcast19askingforfriend |	And some question came up
EDL	00:02:41,280	00:02:41,792	| radiolab_podcast19askingforfriend |	But you thought
EDL	00:02:43,072	00:02:48,192	| radiolab_podcast19askingforfriend |	I don't know and it never left your head take that question the one you
EDL	00:02:48,192	00:02:49,728	| radiolab_podcast19askingforfriend |	Still think about never answered
EDL	00:02:50,240	00:02:51,008	| radiolab_podcast19askingforfriend |	An answer it
EDL	00:02:51,776	00:02:53,056	| radiolab_podcast19askingforfriend |	Exactly
EDL	00:02:53,056	00:02:57,664	| radiolab_podcast19askingforfriend |	Yes right we have four questions in this episode and then I'll be another episode with a few more questions in a couple of days
EDL	00:02:58,176	00:03:00,480	| radiolab_podcast19askingforfriend |	Starting us off and we have the levels all right
EDL	00:03:00,480	00:03:01,248	| radiolab_podcast19askingforfriend |	Yeah
EDL	00:03:01,248	00:03:04,832	| radiolab_podcast19askingforfriend |	You sound pretty sure Simon Adler
EDL	00:03:04,832	00:03:07,904	| radiolab_podcast19askingforfriend |	Okay I'm looking at my checkbook while we're doing this
EDL	00:03:08,416	00:03:10,464	| radiolab_podcast19askingforfriend |	What what's going on in the checkbook at the moment
EDL	00:03:10,976	00:03:11,488	| radiolab_podcast19askingforfriend |	August
EDL	00:03:12,256	00:03:12,768	| radiolab_podcast19askingforfriend |	Checking
EDL	00:03:13,792	00:03:15,328	| radiolab_podcast19askingforfriend |	And close relative
EDL	00:03:15,840	00:03:18,144	| radiolab_podcast19askingforfriend |	You sound great
EDL	00:03:18,144	00:03:19,168	| radiolab_podcast19askingforfriend |	Very good
EDL	00:03:19,168	00:03:22,496	| radiolab_podcast19askingforfriend |	Soap for my question a little while back I give my dad
EDL	00:03:23,008	00:03:25,312	| radiolab_podcast19askingforfriend |	Jim Adler and Simon's father
EDL	00:03:25,824	00:03:28,896	| radiolab_podcast19askingforfriend |	And your first time being on the show
EDL	00:03:28,896	00:03:30,688	| radiolab_podcast19askingforfriend |	That's correct
EDL	00:03:30,688	00:03:31,968	| radiolab_podcast19askingforfriend |	Been on before with
EDL	00:03:32,480	00:03:36,064	| radiolab_podcast19askingforfriend |	Ponderable questions I wanted to bring back on because
EDL	00:03:36,064	00:03:37,088	| radiolab_podcast19askingforfriend |	Since his last
EDL	00:03:37,088	00:03:38,112	| radiolab_podcast19askingforfriend |	It's an honored
EDL	00:03:38,112	00:03:39,136	| radiolab_podcast19askingforfriend |	I'll be back a little over a year ago
EDL	00:03:39,904	00:03:41,952	| radiolab_podcast19askingforfriend |	You could kind of say he's become a new man
EDL	00:03:42,464	00:03:42,976	| radiolab_podcast19askingforfriend |	All thanks
EDL	00:03:43,488	00:03:44,256	| radiolab_podcast19askingforfriend |	To a phone call
EDL	00:03:44,256	00:03:45,280	| radiolab_podcast19askingforfriend |	Okay
EDL	00:03:45,280	00:03:47,328	| radiolab_podcast19askingforfriend |	It was June 25
EDL	00:03:47,328	00:03:49,632	| radiolab_podcast19askingforfriend |	Okay and it was a gorgeous day
EDL	00:03:50,144	00:03:50,656	| radiolab_podcast19askingforfriend |	Sunny day
EDL	00:03:51,168	00:03:52,448	| radiolab_podcast19askingforfriend |	Good temperatures
EDL	00:03:52,448	00:03:53,472	| radiolab_podcast19askingforfriend |	And
EDL	00:03:53,984	00:03:56,288	| radiolab_podcast19askingforfriend |	I had decided about 1
EDL	00:03:56,288	00:03:57,312	| radiolab_podcast19askingforfriend |	In the afternoon
EDL	00:03:57,824	00:03:59,104	| radiolab_podcast19askingforfriend |	To take a walk
EDL	00:03:59,104	00:04:02,944	| radiolab_podcast19askingforfriend |	And as he was strolling along cross the River from our house
EDL	00:04:02,944	00:04:05,504	| radiolab_podcast19askingforfriend |	I felt my phone
EDL	00:04:05,504	00:04:06,784	| radiolab_podcast19askingforfriend |	Vibrate in my pocket
EDL	00:04:08,320	00:04:09,344	| radiolab_podcast19askingforfriend |	And
EDL	00:04:09,344	00:04:12,160	| radiolab_podcast19askingforfriend |	I looked at it and saw that he had a voice
EDL	00:04:12,672	00:04:14,720	| radiolab_podcast19askingforfriend |	And it said
EDL	00:04:14,720	00:04:16,768	| radiolab_podcast19askingforfriend |	Hi this message is for Kim
EDL	00:04:16,768	00:04:21,375	| radiolab_podcast19askingforfriend |	Are Timothy on this is Carrie calling from UW hospital in the transplant Department
EDL	00:04:22,143	00:04:27,775	| radiolab_podcast19askingforfriend |	Summer calling because we have an organ offer to discuss with you it said something to the effect of
