EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:11,640	00:00:32,227	| VfD E01 Molecule Man |	Soft technology, the internet, GPS in the column of your hand alternative operation technologies, a driver of our, since its founding in one thousand nine hundred and fifty eight, in the midst of the cold war, doubt that offended that research project agency has been a driver of technology. 
EDL	00:00:32,227	00:00:36,460	| VfD E01 Molecule Man |	Welcome to voices a window entitled with core of program managers. 
---	00:00:36,750	00:00:39,530	| VfD E01 Molecule Man |	Their job to redefine what's possible. 
EDL	00:00:40,790	00:00:45,990	| VfD E01 Molecule Man |	My name is taiwan acquainted since two thousand and thirteen, i've been a program manager in darkness. 
EDL	00:00:45,990	00:00:48,950	| VfD E01 Molecule Man |	Defense science is office, and i'm your dark host. 
EDL	00:00:51,050	00:00:56,381	| VfD E01 Molecule Man |	Taylor, I'd like to start out, which is sort of learning a little bit about you as a program manager. 
EDL	00:00:56,381	00:01:03,292	| VfD E01 Molecule Man |	So maybe you could tell us something about your background and how that relates to the kinds of programs you then developing and pursuing?
EDL	00:01:03,292	00:01:13,290	| VfD E01 Molecule Man |	And i've been a molecular guy, I love molecules I have since I was in high school and even beyond high schools are earlier. 
EDL	00:01:13,560	00:01:16,000	| VfD E01 Molecule Man |	Yeah, i'm a server nova junky. 
EDL	00:01:16,200	00:01:19,560	| VfD E01 Molecule Man |	Because most billions and billions of stars. 
EDL	00:01:19,560	00:01:31,531	| VfD E01 Molecule Man |	Well, I was more interested in the billions of militaries i've always wanted to be an exploring, but the time I got the age, yeah, I might explore something all the year charted. 
EDL	00:01:31,531	00:01:35,395	| VfD E01 Molecule Man |	Plans have been charged, and there were no more uncharted planes. 
EDL	00:01:35,395	00:01:38,122	| VfD E01 Molecule Man |	So I looked at kind of frontiers that did. 
EDL	00:01:38,122	00:01:49,890	| VfD E01 Molecule Man |	Did you couldn't see and molecules fit that look more defined in physics, because you can put it in a bottle all at times, especially in the area that I am very comfortable in organic synthesis. 
EDL	00:01:50,210	00:01:52,300	| VfD E01 Molecule Man |	You can make stuff and insert. 
EDL	00:01:52,300	00:01:57,940	| VfD E01 Molecule Man |	You can test the properties, and you can play with the combination of items that are together. 
EDL	00:01:57,940	00:01:59,430	| VfD E01 Molecule Man |	And in really, it was sorted. 
EDL	00:01:59,430	00:02:01,490	| VfD E01 Molecule Man |	This palette that I could play with. 
EDL	00:02:01,490	00:02:02,590	| VfD E01 Molecule Man |	Then I really like that. 
EDL	00:02:02,800	00:02:20,460	| VfD E01 Molecule Man |	It was exploring the world in a totally different way, always been amazed that have just putting together items and certain geometries, certain bonding patterns and can come together in two materials with all kinds of different properties in a scheme and bonus at the crazy rate. 
EDL	00:02:20,460	00:02:34,940	| VfD E01 Molecule Man |	I mean, you go from having something they can buy to something that explodes to something that makes beautiful colors to something that makes your cookie smell great and taste great events, all chemistry, your molecules. 
EDL	00:02:34,940	00:02:38,440	| VfD E01 Molecule Man |	Guy, no, galaxy are not that many molecules. 
EDL	00:02:38,440	00:02:41,210	| VfD E01 Molecule Man |	People do your double, which is interesting. 
EDL	00:02:41,210	00:02:56,678	| VfD E01 Molecule Man |	So as a wrap of this minority, how are you taking that interesting in the form of programs in the defense scientist office, one of the things that is going on right now, one of the ziggy's is revolutionized. 
EDL	00:02:56,678	00:03:08,873	| VfD E01 Molecule Man |	How do we do science better, and one of the means that is interesting about chemistry, especially when we're talking about the makers, the people who make materials, make medicines. 
EDL	00:03:08,873	00:03:10,741	| VfD E01 Molecule Man |	It is especially slow process. 
EDL	00:03:10,741	00:03:17,870	| VfD E01 Molecule Man |	I really like the idea of reinventing scientists and in chemistry, there is a lot of opportunity to reinvent the science. 
EDL	00:03:17,870	00:03:25,240	| VfD E01 Molecule Man |	So I ask, when you say we invented science, maybe you mean the actual process that we were asking questions that we were trying to answer those questions. 
EDL	00:03:25,240	00:03:28,333	| VfD E01 Molecule Man |	Can you be a little more detailed about, what would you have ? 
EDL	00:03:28,333	00:03:30,152	| VfD E01 Molecule Man |	Men, chemistry is a tough subject. 
EDL	00:03:30,152	00:03:46,650	| VfD E01 Molecule Man |	We have lots of primaries that we don't often know how are controlling them, but if we did all of the chemistry in much more controlled environment, where the environment was being monitored, we might come up with much, much more reproducible chemistry, which will then mean it can be transportation. 
EDL	00:03:46,920	00:03:59,930	| VfD E01 Molecule Man |	So in other words, if I have a machine that is doing the chemical reaction, recording how it does the net code that record can be sent from one love to another, so you could accelerate the same way to the end. 
EDL	00:04:00,030	00:04:15,830	| VfD E01 Molecule Man |	Internet allows you to accelerate how information was transport, what if you could do that with molecules, tell you this might be a good time to talk a little bit about the two of the programs that you're working on, and what I have in mind is the full effect program, and they make it program. 
EDL	00:04:15,830	00:04:37,710	| VfD E01 Molecule Man |	So when we start with full effect, full effects, that's a program, it stands for a full, did non natural with biological function in the photo, fact, program were making polymers that meet natural polymers so that we might biotherapeutics moral bust. 
EDL	00:04:37,840	00:04:47,451	| VfD E01 Molecule Man |	So right now, if you get one of the more modern drugs right now, a good portion of them are made from proteins, and some people like it, I entire bodies. 
EDL	00:04:47,451	00:04:53,125	| VfD E01 Molecule Man |	So, for example, humana or installing those are examples of protein biotherapeutics. 
EDL	00:04:53,125	00:04:55,488	| VfD E01 Molecule Man |	The problems they are not heat stable. 
EDL	00:04:55,488	00:05:00,471	| VfD E01 Molecule Man |	And if something is in heat stable, it's not going to end up in a except. 
EDL	00:05:00,471	00:05:04,240	| VfD E01 Molecule Man |	So our soldiers are a very place, rather than to be most. 
EDL	00:05:04,240	00:05:22,656	| VfD E01 Molecule Man |	Bono's boomer don't have access to the most banks, medicines, as many of them are just gradual, and so we have to transport them back to an environment where you have refrigerators, you have a handling equipment that can allow you to control that the environment around the medicine. 
EDL	00:05:22,656	00:05:24,953	| VfD E01 Molecule Man |	What if you want to make an unnatural ? 
EDL	00:05:24,953	00:05:32,761	| VfD E01 Molecule Man |	There are lots of natural fibers that we used to use, and we've replaced them with non natural fivers, because they're more robust. 
EDL	00:05:32,761	00:05:34,140	| VfD E01 Molecule Man |	Do you mean like silk to ? 
EDL	00:05:34,430	00:05:36,387	| VfD E01 Molecule Man |	So what if he wanted to take the same ? 
EDL	00:05:36,387	00:05:44,610	| VfD E01 Molecule Man |	So the beneficial properties are yet from plastics, and you were emerging with the beneficial properties of the biological balloons, like proteins in DNA. 
EDL	00:05:44,870	00:05:47,000	| VfD E01 Molecule Man |	The full effect program that is a platform. 
EDL	00:05:47,000	00:05:50,150	| VfD E01 Molecule Man |	It's about how we make those in and how we discover them. 
EDL	00:05:50,570	00:06:17,190	| VfD E01 Molecule Man |	So in a way, if you think about all of the possible molecules that one could make the small ones, you know, like, like an aspirin or the below larger ones like these protein based medicines you're talking about, they're really sort of being infinitive to possibilities, like an infinite space that you could possibly search an example which you say here is your trying to develop some tools, even just a few people took to go explore some of the regions of this influenced space. 
EDL	00:06:17,190	00:06:18,980	| VfD E01 Molecule Man |	They just have not been looked at before. 
