EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:01,024	00:00:03,328	| 287_The_Nut_Behind_the_Wheel_pt_01 |	99percentinvisible is brought to you by Progresso
EDL	00:00:03,840	00:00:06,144	| 287_The_Nut_Behind_the_Wheel_pt_01 |	One of the country's leading providers of auto insurance
EDL	00:00:06,656	00:00:08,960	| 287_The_Nut_Behind_the_Wheel_pt_01 |	With progressives Name Your Price tool
EDL	00:00:08,960	00:00:12,544	| 287_The_Nut_Behind_the_Wheel_pt_01 |	You can say what kind of coverage were looking for and how much you want to pay
EDL	00:00:12,544	00:00:15,104	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Progressive will show you options that fit within your budget
EDL	00:00:15,616	00:00:18,944	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Use the Name Your Price tool and start an online quote today
EDL	00:00:18,944	00:00:19,968	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Progressive.com
EDL	00:00:20,480	00:00:22,528	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Price in coverage match limited by state
EDL	00:00:24,576	00:00:26,368	| 287_The_Nut_Behind_the_Wheel_pt_01 |	When it comes to marketing your business
EDL	00:00:26,368	00:00:29,184	| 287_The_Nut_Behind_the_Wheel_pt_01 |	It's all about reaching the Right audience at the right time
EDL	00:00:29,184	00:00:32,256	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Connecting with that audience when your message will resonate the most
EDL	00:00:32,768	00:00:33,792	| 287_The_Nut_Behind_the_Wheel_pt_01 |	LinkedIn can help
EDL	00:00:34,304	00:00:36,608	| 287_The_Nut_Behind_the_Wheel_pt_01 |	LinkedIn is the world's largest professional network
EDL	00:00:36,608	00:00:43,008	| 287_The_Nut_Behind_the_Wheel_pt_01 |	LinkedIn marketing Solutions allow you to Target your customers where they're engaging everyday when they're ready
EDL	00:00:43,008	00:00:44,032	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Need to make a decision
EDL	00:00:44,544	00:00:49,152	| 287_The_Nut_Behind_the_Wheel_pt_01 |	When you advertise on LinkedIn you have the opportunity to build long-term relationships with their customer
EDL	00:00:49,664	00:00:52,480	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Those relationships often turn into high-quality leads
EDL	00:00:52,480	00:00:54,784	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Website traffic and higher brand awareness
EDL	00:00:55,296	00:00:59,904	| 287_The_Nut_Behind_the_Wheel_pt_01 |	And Linkedin have the marketing tools to help you target your customers with precision
EDL	00:00:59,904	00:01:02,464	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Down to the job title company name and ended
EDL	00:01:03,232	00:01:05,536	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Because we can Target exactly who you want to reach
EDL	00:01:05,536	00:01:08,352	| 287_The_Nut_Behind_the_Wheel_pt_01 |	You can make sure your customers are getting a message that they care about
EDL	00:01:08,864	00:01:10,400	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Which in turn builds Trust
EDL	00:01:10,912	00:01:17,056	| 287_The_Nut_Behind_the_Wheel_pt_01 |	To redeem a free $100 LinkedIn at credit and launch your first campaign go to linkedin.com
EDL	00:01:17,824	00:01:19,360	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Linkedin.com
EDL	00:01:19,360	00:01:20,128	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Invisible
EDL	00:01:20,128	00:01:22,176	| 287_The_Nut_Behind_the_Wheel_pt_01 |	A free $100 at credit
EDL	00:01:22,688	00:01:23,968	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Terms and conditions
EDL	00:01:23,968	00:01:24,480	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Apply
EDL	00:01:24,992	00:01:26,528	| 287_The_Nut_Behind_the_Wheel_pt_01 |	This is 99% invisible
EDL	00:01:27,040	00:01:27,808	| 287_The_Nut_Behind_the_Wheel_pt_01 |	I'm Roman Mars
EDL	00:01:30,112	00:01:34,208	| 287_The_Nut_Behind_the_Wheel_pt_01 |	When somebody gets in the car wreck
EDL	00:01:34,208	00:01:39,072	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Examine exactly what happened is there any accidents working right now Joe
EDL	00:01:39,072	00:01:41,120	| 287_The_Nut_Behind_the_Wheel_pt_01 |	They're called police officers
EDL	00:01:41,120	00:01:45,984	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Talk about reporting.
EDL	00:01:45,984	00:01:52,384	| 287_The_Nut_Behind_the_Wheel_pt_01 |	This is New York state trooper Frank Bandera and riding shotgun with benjiro is Stan
EDL	00:01:52,384	00:01:55,200	| 287_The_Nut_Behind_the_Wheel_pt_01 |	Elkhorn from the investigative reporting podcast
