EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:01,024	00:00:03,584	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Hey it's Kenny Malone Planet Money correspondent and
EDL	00:00:04,096	00:00:05,376	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	I am a huge
EDL	00:00:05,376	00:00:05,888	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Horror film
EDL	00:00:06,656	00:00:07,680	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	I'm telling you this
EDL	00:00:07,680	00:00:11,264	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Because it's been fantastic that one of the biggest movies this year
EDL	00:00:11,264	00:00:12,032	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Is a horror
EDL	00:00:12,800	00:00:19,200	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Chris was just telling me how you felt much more comfortable with my being you
EDL	00:00:19,200	00:00:24,576	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Sorry man this movie is indeed called get out
EDL	00:00:24,576	00:00:26,368	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	It was number one at the box office when it
EDL	00:00:26,368	00:00:27,136	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	That came out last month
EDL	00:00:27,648	00:00:31,232	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	And it's getting love from virtually every critic out there for being a smart
EDL	00:00:31,232	00:00:32,768	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	Social commentary on race
EDL	00:00:33,536	00:00:34,816	| 20170329_pmoney_20170329_pmoney_pmpod.mp3_8ea9c143240a96219f7d4dbd36b22e36_24955243 |	And also for being a kick-ass horror
