EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:00,512	00:00:01,536	| moreperfect052416_episode-zero |	Message Chad
EDL	00:00:01,536	00:00:02,048	| moreperfect052416_episode-zero |	We
EDL	00:00:02,816	00:00:03,840	| moreperfect052416_episode-zero |	I have a surprise for you
EDL	00:00:04,352	00:00:05,376	| moreperfect052416_episode-zero |	Rihanna
EDL	00:00:06,656	00:00:07,936	| moreperfect052416_episode-zero |	We've been working on something
EDL	00:00:08,704	00:00:09,216	| moreperfect052416_episode-zero |	And you might
EDL	00:00:10,496	00:00:11,264	| moreperfect052416_episode-zero |	It's Supreme
EDL	00:00:12,544	00:00:18,944	| moreperfect052416_episode-zero |	Felt something go in my chest
EDL	00:00:18,944	00:00:25,344	| moreperfect052416_episode-zero |	All the black prospective jurors
EDL	00:00:25,344	00:00:28,416	| moreperfect052416_episode-zero |	Idaho
EDL	00:00:28,928	00:00:30,208	| moreperfect052416_episode-zero |	Question
EDL	00:00:34,816	00:00:41,216	| moreperfect052416_episode-zero |	The decision Baker vs. Carr had essentially caused his stroke
EDL	00:00:41,216	00:00:42,496	| moreperfect052416_episode-zero |	My
EDL	00:00:42,496	00:00:45,568	| moreperfect052416_episode-zero |	Brother found my father going upstairs to guy shot
EDL	00:00:48,896	00:00:54,272	| moreperfect052416_episode-zero |	On the left and the right are consistently lying to the American people
EDL	00:00:55,040	00:00:56,064	| moreperfect052416_episode-zero |	More perfect
EDL	00:00:56,576	00:00:57,344	| moreperfect052416_episode-zero |	Stories from the
EDL	00:00:57,344	00:00:57,856	| moreperfect052416_episode-zero |	Supreme Court
EDL	00:00:58,368	00:00:59,392	| moreperfect052416_episode-zero |	It drops June 2nd
EDL	00:01:00,160	00:01:00,928	| moreperfect052416_episode-zero |	Describe where we 
