EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:00:21,760	00:00:28,160	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Eagle one package being delivered so citizen lab track government
EDL	00:00:28,160	00:00:34,560	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	As you can imagine the human rights Watchdog likely pisses said governments off
EDL	00:00:34,560	00:00:40,960	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Motherboard a pillar of cyber security reporting but there are those who wants
EDL	00:00:40,960	00:00:47,360	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Recently private Spy Service of some kind was hired to go after citizen love but citizen lab
EDL	00:00:47,360	00:00:53,760	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Back and oh so spectacularly I'm about to speak to John Scott Realty in Racine
EDL	00:00:53,760	00:01:00,160	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Any researcher at citizen lab who helped entrap in a sting operation have a spy trying something
EDL	00:01:00,160	00:01:06,304	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I've been a coup and this is cyber
EDL	00:01:08,608	00:01:10,144	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Start this off
EDL	00:01:10,656	00:01:11,680	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Can you tell me what is it
EDL	00:01:12,704	00:01:14,752	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	So citizens visit research group
EDL	00:01:14,752	00:01:17,568	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Based at the Munk school at the University of Toronto
EDL	00:01:17,568	00:01:18,336	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And
EDL	00:01:18,336	00:01:20,896	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	More than a decade be focused on trying to understand
EDL	00:01:21,408	00:01:23,200	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	The different kinds of digital thread
EDL	00:01:23,200	00:01:24,224	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Face by
EDL	00:01:24,224	00:01:25,248	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Civil Society
EDL	00:01:25,248	00:01:26,272	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	So that means
EDL	00:01:26,272	00:01:28,320	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Hacking attacks against journalists
EDL	00:01:28,320	00:01:30,880	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Or attempts to limit the freedom of speech
EDL	00:01:31,392	00:01:32,416	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Online
EDL	00:01:32,416	00:01:33,696	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And our interest
EDL	00:01:33,696	00:01:34,720	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	These days
EDL	00:01:35,232	00:01:36,512	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Is heavily focused
EDL	00:01:36,512	00:01:37,280	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	On
EDL	00:01:37,280	00:01:38,816	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	The growth and proliferation
EDL	00:01:39,328	00:01:40,864	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Tools for hacking
EDL	00:01:40,864	00:01:42,656	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And how they get abused to Target
EDL	00:01:42,656	00:01:44,960	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	People like human rights defenders in descendants mothers
EDL	00:01:45,472	00:01:46,752	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And how many enemies
EDL	00:01:47,520	00:01:48,032	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	You have
EDL	00:01:48,544	00:01:50,592	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Well I think we also have a lot of friends
EDL	00:01:50,592	00:01:56,480	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	But I certainly this case you just that we've done something right and that someone doesn't like or do I
EDL	00:01:56,480	00:01:58,784	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Yeah because that's the thing I mean this this story
EDL	00:01:59,296	00:02:00,320	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I know there's been a lot of
EDL	00:02:00,320	00:02:01,600	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Talkative Ben connect
EDL	00:02:01,600	00:02:02,624	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Did some of the work you did
EDL	00:02:03,136	00:02:04,416	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Identifying
EDL	00:02:04,416	00:02:06,208	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	NSO group and
EDL	00:02:06,208	00:02:07,232	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Connection to
EDL	00:02:07,232	00:02:08,000	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Saudi Arabia
EDL	00:02:08,000	00:02:09,024	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Take me to that
EDL	00:02:09,792	00:02:10,816	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Chorizo
EDL	00:02:11,328	00:02:12,608	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	We've been working on this
EDL	00:02:13,632	00:02:15,680	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Company for awhile first
EDL	00:02:15,680	00:02:19,264	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Showed up in 2016 when off and on sore
EDL	00:02:19,264	00:02:21,568	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And uae-based human rights Defender was targeted
EDL	00:02:22,080	00:02:23,360	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	With Pegasus
EDL	00:02:23,360	00:02:23,872	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Spyware
EDL	00:02:24,384	00:02:30,272	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Since that time we focus on trying to understand both the sort of global proliferation of this technology
EDL	00:02:30,272	00:02:31,552	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	So when governments are using it
EDL	00:02:32,064	00:02:33,600	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And then digging
EDL	00:02:33,600	00:02:35,904	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Pretty deeply the specific cases
EDL	00:02:36,416	00:02:37,440	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Of abuse
EDL	00:02:37,440	00:02:39,488	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	That research took us last year
EDL	00:02:40,000	00:02:41,792	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And some work live on a colleague bill marczak
EDL	00:02:42,304	00:02:43,840	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	To discover that a
EDL	00:02:43,840	00:02:45,376	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Canadian permanent resident
EDL	00:02:45,376	00:02:47,168	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Named Omar abdulaziz
EDL	00:02:47,168	00:02:48,192	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Wheat-based in Quebec
EDL	00:02:48,704	00:02:49,728	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Was targeted
EDL	00:02:49,728	00:02:51,008	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	With Pegasus spyware
EDL	00:02:51,520	00:02:52,288	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Now
EDL	00:02:52,288	00:02:56,384	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Omar is well known for being a close confidant
EDL	00:02:56,384	00:02:57,152	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Of course
EDL	00:02:57,152	00:02:58,432	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Brutally murdered
EDL	00:02:58,944	00:03:00,992	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And the Saudi consulate
EDL	00:03:00,992	00:03:02,272	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And assemble turkey
EDL	00:03:02,272	00:03:03,040	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Last year
EDL	00:03:03,040	00:03:04,832	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Yeah it's connected to him
EDL	00:03:05,344	00:03:08,160	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I which is obviously something that was extremely high-profile
EDL	00:03:08,160	00:03:10,464	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And we know that Saudi intelligence
EDL	00:03:11,232	00:03:13,280	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Is pretty ruthless and how they've been going after the
EDL	00:03:16,096	00:03:17,888	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Two I think part of the big
EDL	00:03:17,888	00:03:20,960	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Concern here and Surly the concern that Omar has had
EDL	00:03:20,960	00:03:22,752	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Is that she was working very closely with
EDL	00:03:23,520	00:03:25,568	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	And we doing things that the
EDL	00:03:26,080	00:03:26,848	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Saudi government
EDL	00:03:26,848	00:03:28,384	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I really didn't seem to like
EDL	00:03:28,896	00:03:30,176	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	End
EDL	00:03:30,176	00:03:32,480	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	You know his concern of course is that maybe some of his
EDL	00:03:32,480	00:03:34,272	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	A Communications with your mouth
EDL	00:03:34,272	00:03:36,320	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Or intercepted because his phone
EDL	00:03:36,320	00:03:40,928	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I've been hacked and that that that may have been part of the dossier compiled against GMO
EDL	00:03:42,720	00:03:44,256	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Relate to
EDL	00:03:44,256	00:03:44,768	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Meeting
EDL	00:03:45,280	00:03:46,048	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	What happened in Toronto
EDL	00:03:46,816	00:03:47,328	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	So
EDL	00:03:47,840	00:03:49,376	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Discontinued
EDL	00:03:49,376	00:03:51,424	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	Research investigations after that case
EDL	00:03:52,192	00:03:55,264	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	But towards the end of last year my calling Behar
EDL	00:03:55,264	00:03:59,616	| f1297644-d584-433a-b5cf-a0d7633b2151_c6fcc42c954ce0468aa93111d05e2b8f |	I received an email Arlington message and someone was trying to get in touch
